Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta,Anio_Venta,Mes_Venta,Trimestre_Venta,Ciudad_Invalida_Origen,Cantidad_Sospechosa_Origen,Costo_Envio_Imputado,Tiempo_Entrega_Imputado,Ingreso_Bruto,Ingreso_Neto_Logistico,Ratio_Envio_Venta,Entrega_Tardia,Brecha_SLA,Antiguedad_Dias,Registro_Confiable
TRX-12265,PROD-2423,2025-04-06,4.0,188.84,52.62,29.0,Entregado,Medellin,WhatsApp,2025,2025-04,2025Q2,False,False,False,False,755.36,702.74,6.966214785003178,True,14.0,304,True
TRX-12266,PROD-3906,2026-01-01,2.0,931.94,62.4,5.0,Sin_Informacion,Cali,Físico,2026,2026-01,2026Q1,False,False,False,False,1863.88,1801.48,3.347855012125244,False,-10.0,34,True
TRX-12267,PROD-1265,2025-10-17,1.0,1645.84,74.59,10.0,Retrasado,Cali,Online,2025,2025-10,2025Q4,False,False,False,False,1645.84,1571.25,4.532032275312304,False,-5.0,110,True
TRX-12268,PROD-3252,2025-07-01,12.0,396.27,53.06,11.0,Retrasado,Medellin,WhatsApp,2025,2025-07,2025Q3,False,False,True,False,4755.24,4702.179999999999,1.1158217040569982,False,-4.0,218,False
TRX-12269,PROD-3220,2025-01-01,6.0,191.52,99.18,18.0,Devuelto,Medellin,Físico,2025,2025-01,2025Q1,False,False,False,False,1149.1200000000001,1049.94,8.630952380952381,True,3.0,399,True
TRX-12270,PROD-2189,2026-01-10,9.0,665.58,29.71,5.0,En Camino,Medellin,Online,2026,2026-01,2026Q1,False,False,False,False,5990.22,5960.51,0.4959751060895927,False,-10.0,25,True
TRX-12271,PROD-2228,2025-11-21,10.0,783.91,35.63,24.0,Perdido,Medellin,Físico,2025,2025-11,2025Q4,False,False,False,False,7839.099999999999,7803.469999999999,0.4545164623489942,True,9.0,75,True
TRX-12272,PROD-1645,2024-12-06,5.0,619.45,37.41,22.0,Sin_Informacion,Bogota,Online,2024,2024-12,2024Q4,False,False,False,False,3097.25,3059.84,1.2078456695455646,True,7.0,425,True
TRX-12273,PROD-3915,2025-07-13,12.0,279.13,74.5,24.0,Retrasado,Bucaramanga,Online,2025,2025-07,2025Q3,False,False,False,False,3349.56,3275.06,2.224172727164165,True,9.0,206,True
TRX-12274,PROD-3906,2025-04-18,2.0,509.17,93.52,21.0,Retrasado,Bucaramanga,Físico,2025,2025-04,2025Q2,False,False,False,False,1018.34,924.82,9.18357326629613,True,6.0,292,True
TRX-12275,PROD-3868,2024-12-14,1.0,1367.74,97.56,4.0,Devuelto,Cali,App,2024,2024-12,2024Q4,False,False,False,False,1367.74,1270.18,7.132934622077296,False,-11.0,417,True
TRX-12276,PROD-3612,2025-11-23,3.0,778.0,94.85,26.0,Perdido,Bogota,Físico,2025,2025-11,2025Q4,False,False,False,False,2334.0,2239.15,4.063838903170523,True,11.0,73,True
TRX-12277,PROD-1713,2025-12-03,4.0,1268.77,88.54,19.0,Perdido,Medellin,Online,2025,2025-12,2025Q4,False,False,False,False,5075.08,4986.54,1.7446030407402446,True,4.0,63,True
TRX-12278,PROD-2480,2025-02-12,7.0,1077.24,99.14,16.0,Perdido,Bogota,WhatsApp,2025,2025-02,2025Q1,False,False,False,False,7540.68,7441.54,1.3147355410917847,True,1.0,357,True
TRX-12279,PROD-3083,2026-01-09,9.0,1102.62,40.71,2.0,Sin_Informacion,Medellin,Online,2026,2026-01,2026Q1,False,False,False,False,9923.579999999998,9882.869999999999,0.4102350159922126,False,-13.0,26,True
TRX-12280,PROD-1918,2024-11-17,8.0,504.61,52.475,15.0,Perdido,Medellin,Online,2024,2024-11,2024Q4,False,False,True,False,4036.88,3984.405,1.299890014070272,False,0.0,444,False
TRX-12281,PROD-1497,2025-09-18,9.0,1047.87,95.09,9.0,En Camino,Bucaramanga,Físico,2025,2025-09,2025Q3,False,False,False,False,9430.829999999998,9335.739999999998,1.0082887720380924,False,-6.0,139,True
TRX-12282,PROD-1823,2025-12-06,7.0,56.95,77.3,17.0,Sin_Informacion,Medellin,Online,2025,2025-12,2025Q4,False,False,False,False,398.65000000000003,321.35,19.390442744261883,True,2.0,60,True
TRX-12283,PROD-1568,2025-07-06,10.0,869.17,21.0,26.0,Entregado,Medellin,WhatsApp,2025,2025-07,2025Q3,False,False,False,False,8691.699999999999,8670.699999999999,0.24160981165939924,True,11.0,213,True
TRX-12284,PROD-1969,2025-04-21,8.0,1149.52,9.32,2.0,Perdido,Bucaramanga,App,2025,2025-04,2025Q2,False,False,False,False,9196.16,9186.84,0.10134664903611944,False,-13.0,289,True
TRX-12285,PROD-3023,2025-12-07,8.0,372.17,25.38,22.0,Entregado,Medellin,WhatsApp,2025,2025-12,2025Q4,False,False,False,False,2977.36,2951.98,0.8524330279173495,True,7.0,59,True
TRX-12286,PROD-1107,2025-03-20,1.0,520.55,78.98,29.0,Entregado,Medellin,App,2025,2025-03,2025Q1,False,False,False,False,520.55,441.56999999999994,15.17241379310345,True,14.0,321,True
TRX-12287,PROD-2478,2025-11-04,12.0,446.87,65.01,6.0,Devuelto,Bogota,WhatsApp,2025,2025-11,2025Q4,False,False,False,False,5362.4400000000005,5297.43,1.2123212567413342,False,-9.0,92,True
TRX-12288,PROD-3269,2024-11-19,14.0,150.41,26.31,15.0,Perdido,,App,2024,2024-11,2024Q4,True,False,False,False,2105.74,2079.43,1.249442001386686,False,0.0,442,False
TRX-12289,PROD-3344,2024-12-04,12.0,702.24,75.48,1.0,En Camino,Cali,Físico,2024,2024-12,2024Q4,False,False,False,False,8426.880000000001,8351.400000000001,0.8957051720209614,False,-14.0,427,True
TRX-12290,PROD-2511,2025-04-25,9.0,1958.14,18.43,8.0,Devuelto,Bucaramanga,App,2025,2025-04,2025Q2,False,False,False,False,17623.260000000002,17604.83,0.10457770015309312,False,-7.0,285,True
TRX-12291,PROD-2914,2025-10-15,2.0,714.22,83.07,11.0,Devuelto,Medellin,Físico,2025,2025-10,2025Q4,False,False,False,False,1428.44,1345.3700000000001,5.815435020021841,False,-4.0,112,True
TRX-12292,PROD-3259,2025-06-15,12.0,926.47,53.06,20.0,Entregado,Cali,WhatsApp,2025,2025-06,2025Q2,False,False,True,False,11117.64,11064.58,0.47725956228120364,True,5.0,234,False
TRX-12293,PROD-1531,2025-12-13,11.0,1309.64,80.45,23.0,Retrasado,Bogota,Online,2025,2025-12,2025Q4,False,False,False,False,14406.04,14325.59,0.5584463183498032,True,8.0,53,True
TRX-12294,PROD-3506,2024-12-04,14.0,1300.51,97.39,26.0,En Camino,Bogota,Físico,2024,2024-12,2024Q4,False,False,False,False,18207.14,18109.75,0.5349000447077356,True,11.0,427,True
TRX-12295,PROD-1353,2026-01-02,7.0,1900.29,19.28,15.0,Sin_Informacion,,App,2026,2026-01,2026Q1,True,False,False,False,13302.029999999999,13282.749999999998,0.1449402835507062,False,0.0,33,False
TRX-12296,PROD-1269,2025-06-20,13.0,1716.55,91.13,9.0,Perdido,Medellin,Físico,2025,2025-06,2025Q2,False,False,False,False,22315.149999999998,22224.019999999997,0.4083772683580437,False,-6.0,229,True
TRX-12297,PROD-2266,2026-02-03,10.0,1589.96,37.4,2.0,Perdido,Bogota,Físico,2026,2026-02,2026Q1,False,False,False,False,15899.6,15862.2,0.23522604342247605,False,-13.0,1,True
TRX-12298,PROD-2630,2025-09-11,10.0,1903.74,44.53,7.0,En Camino,Medellin,Físico,2025,2025-09,2025Q3,False,False,False,False,19037.4,18992.870000000003,0.2339079916375135,False,-8.0,146,True
TRX-12299,PROD-3936,2025-05-14,13.0,469.22,49.5,17.0,Perdido,Bucaramanga,Físico,2025,2025-05,2025Q2,False,False,False,False,6099.860000000001,6050.360000000001,0.8114940342893114,True,2.0,266,True
TRX-12300,PROD-3944,2025-08-07,7.0,1237.94,64.56,15.0,Retrasado,,Online,2025,2025-08,2025Q3,True,True,False,False,8665.58,8601.02,0.7450164905291972,False,0.0,181,False
TRX-12301,PROD-2960,2024-10-11,5.0,1775.52,99.5,15.0,Sin_Informacion,,Físico,2024,2024-10,2024Q4,True,False,False,False,8877.6,8778.1,1.1207984139857619,False,0.0,481,False
TRX-12302,PROD-3153,2025-01-13,4.0,1252.03,62.0,3.0,Retrasado,Medellin,WhatsApp,2025,2025-01,2025Q1,False,False,False,False,5008.12,4946.12,1.237989505043809,False,-12.0,387,True
TRX-12303,PROD-2682,2024-11-24,1.0,1955.07,93.04,8.0,Perdido,Medellin,Físico,2024,2024-11,2024Q4,False,False,False,False,1955.07,1862.03,4.758908888172803,False,-7.0,437,True
TRX-12304,PROD-2677,2025-09-29,1.0,209.7,51.93,11.0,Devuelto,Barranquilla,Físico,2025,2025-09,2025Q3,False,False,True,False,209.7,157.76999999999998,24.76394849785408,False,-4.0,128,False
TRX-12305,PROD-3354,2025-03-25,3.0,884.27,29.23,28.0,Sin_Informacion,Barranquilla,Online,2025,2025-03,2025Q1,False,False,False,False,2652.81,2623.58,1.1018504906118418,True,13.0,316,True
TRX-12306,PROD-1302,2025-06-26,14.0,1954.95,42.85,16.0,Sin_Informacion,Barranquilla,WhatsApp,2025,2025-06,2025Q2,False,False,False,False,27369.3,27326.45,0.15656227963448097,True,1.0,223,True
TRX-12307,PROD-1513,2025-03-03,1.0,765.34,52.93,28.0,Perdido,Cali,Online,2025,2025-03,2025Q1,False,False,False,False,765.34,712.4100000000001,6.915880523688818,True,13.0,338,True
TRX-12308,PROD-2298,2025-05-23,8.0,1481.72,35.68,14.0,Perdido,Barranquilla,Online,2025,2025-05,2025Q2,False,False,False,False,11853.76,11818.08,0.3010015387522609,False,-1.0,257,True
TRX-12309,PROD-3631,2025-02-14,3.0,70.5,97.8,23.0,En Camino,Medellin,WhatsApp,2025,2025-02,2025Q1,False,False,False,False,211.5,113.7,46.241134751773046,True,8.0,355,True
TRX-12310,PROD-1303,2025-02-15,11.0,1392.73,73.94,19.0,Retrasado,Bogota,WhatsApp,2025,2025-02,2025Q1,False,False,False,False,15320.03,15246.09,0.48263613060809935,True,4.0,354,True
TRX-12311,PROD-2843,2024-12-12,10.0,1869.91,50.49,23.0,Sin_Informacion,Cali,Físico,2024,2024-12,2024Q4,False,False,False,False,18699.100000000002,18648.61,0.27001299527784756,True,8.0,419,True
TRX-12312,PROD-2908,2025-08-10,2.0,771.59,76.37,15.0,Devuelto,,WhatsApp,2025,2025-08,2025Q3,True,False,False,False,1543.18,1466.81,4.948871810158244,False,0.0,178,False
TRX-12313,PROD-3785,2025-12-01,6.0,52.39,49.41,12.0,En Camino,Bucaramanga,Físico,2025,2025-12,2025Q4,False,False,False,False,314.34000000000003,264.93000000000006,15.718648597060506,False,-3.0,65,True
TRX-12314,PROD-3119,2025-08-09,4.0,65.54,6.64,11.0,En Camino,Bogota,Online,2025,2025-08,2025Q3,False,False,False,False,262.16,255.52000000000004,2.532804394263045,False,-4.0,179,True
TRX-12315,PROD-2411,2024-11-04,13.0,1785.13,56.6,16.0,Devuelto,Cali,Físico,2024,2024-11,2024Q4,False,False,False,False,23206.690000000002,23150.090000000004,0.24389518712061045,True,1.0,457,True
TRX-12316,PROD-1525,2025-08-01,13.0,1447.81,51.93,11.0,Devuelto,Medellin,Físico,2025,2025-08,2025Q3,False,False,True,False,18821.53,18769.6,0.27590743154249414,False,-4.0,187,False
TRX-12317,PROD-3258,2025-10-21,14.0,222.31,64.39,15.0,En Camino,,WhatsApp,2025,2025-10,2025Q4,True,False,False,False,3112.34,3047.9500000000003,2.068861371186953,False,0.0,106,False
TRX-12318,PROD-3620,2025-07-12,11.0,118.63,98.21,23.0,Perdido,Medellin,Online,2025,2025-07,2025Q3,False,False,False,False,1304.9299999999998,1206.7199999999998,7.526074195550719,True,8.0,207,True
TRX-12319,PROD-3407,2025-03-17,14.0,1611.6,8.88,10.0,Devuelto,Bogota,WhatsApp,2025,2025-03,2025Q1,False,False,False,False,22562.399999999998,22553.519999999997,0.039357515157961924,False,-5.0,324,True
TRX-12320,PROD-1745,2025-10-03,13.0,1621.62,53.65,29.0,Sin_Informacion,Bogota,Online,2025,2025-10,2025Q4,False,False,False,False,21081.059999999998,21027.409999999996,0.254493844237434,True,14.0,124,True
TRX-12321,PROD-1528,2024-11-30,11.0,249.84,14.32,5.0,Entregado,Barranquilla,App,2024,2024-11,2024Q4,False,False,False,False,2748.2400000000002,2733.92,0.521060751608302,False,-10.0,431,True
TRX-12322,PROD-2772,2024-11-17,13.0,610.03,19.15,28.0,Devuelto,Bogota,Online,2024,2024-11,2024Q4,False,False,False,False,7930.389999999999,7911.24,0.24147614430059558,True,13.0,444,True
TRX-12323,PROD-3059,2025-01-19,4.0,1562.25,62.99,13.0,Sin_Informacion,Bogota,Online,2025,2025-01,2025Q1,False,False,False,False,6249.0,6186.01,1.0080012802048328,False,-2.0,381,True
TRX-12324,PROD-1226,2025-04-14,2.0,1055.57,27.0,25.0,En Camino,Cali,Online,2025,2025-04,2025Q2,False,False,False,False,2111.14,2084.14,1.2789298672755005,True,10.0,296,True
TRX-12325,PROD-1508,2025-11-16,2.0,1913.6,76.17,24.0,Entregado,Cali,Online,2025,2025-11,2025Q4,False,False,False,False,3827.2,3751.0299999999997,1.9902278428093647,True,9.0,80,True
TRX-12326,PROD-3122,2025-11-11,11.0,967.31,53.85,6.0,En Camino,Cali,Físico,2025,2025-11,2025Q4,False,False,False,False,10640.41,10586.56,0.5060895209865034,False,-9.0,85,True
TRX-12327,PROD-1626,2024-11-16,6.0,1357.15,25.73,28.0,Retrasado,Bogota,WhatsApp,2024,2024-11,2024Q4,False,False,False,False,8142.900000000001,8117.170000000001,0.31598079308354515,True,13.0,445,True
TRX-12328,PROD-2245,2024-10-30,5.0,1024.47,52.475,20.0,Retrasado,Medellin,Online,2024,2024-10,2024Q4,False,False,True,False,5122.35,5069.875,1.0244321454020127,True,5.0,462,False
TRX-12329,PROD-1674,2025-05-23,9.0,1886.5,51.91,3.0,Perdido,Medellin,Físico,2025,2025-05,2025Q2,False,False,False,False,16978.5,16926.59,0.30573961186206083,False,-12.0,257,True
TRX-12330,PROD-1663,2025-04-11,4.0,803.33,5.08,22.0,Devuelto,Medellin,WhatsApp,2025,2025-04,2025Q2,False,False,False,False,3213.32,3208.2400000000002,0.15809194229021697,True,7.0,299,True
TRX-12331,PROD-2321,2025-05-16,5.0,467.29,86.96,9.0,En Camino,Barranquilla,Físico,2025,2025-05,2025Q2,False,False,False,False,2336.4500000000003,2249.4900000000002,3.7218857668685392,False,-6.0,264,True
TRX-12332,PROD-3905,2026-01-09,1.0,660.0,6.2,21.0,Entregado,Bogota,Online,2026,2026-01,2026Q1,False,False,False,False,660.0,653.8,0.9393939393939393,True,6.0,26,True
TRX-12333,PROD-1923,2024-10-07,12.0,1707.02,5.67,28.0,Sin_Informacion,Medellin,WhatsApp,2024,2024-10,2024Q4,False,False,False,False,20484.239999999998,20478.57,0.02767981628803412,True,13.0,485,True
TRX-12334,PROD-2417,2025-02-13,12.0,1000.9,63.09,7.0,Devuelto,Bucaramanga,Online,2025,2025-02,2025Q1,False,False,False,False,12010.8,11947.71,0.525277250474573,False,-8.0,356,True
TRX-12335,PROD-3125,2024-12-08,2.0,714.96,97.48,23.0,Perdido,Bogota,App,2024,2024-12,2024Q4,False,False,False,False,1429.92,1332.44,6.817164596620789,True,8.0,423,True
TRX-12336,PROD-2163,2026-01-08,3.0,1093.08,86.31,7.0,En Camino,Medellin,Físico,2026,2026-01,2026Q1,False,False,False,False,3279.24,3192.93,2.632012295531892,False,-8.0,27,True
TRX-12337,PROD-1323,2026-01-13,5.0,275.13,28.94,25.0,Sin_Informacion,Barranquilla,Online,2026,2026-01,2026Q1,False,False,False,False,1375.65,1346.71,2.1037327808672264,True,10.0,22,True
TRX-12338,PROD-2026,2025-07-28,12.0,20.67,23.68,2.0,Sin_Informacion,Bucaramanga,WhatsApp,2025,2025-07,2025Q3,False,False,False,False,248.04000000000002,224.36,9.546847282696339,False,-13.0,191,True
TRX-12339,PROD-1804,2025-12-06,5.0,568.36,64.48,8.0,En Camino,Barranquilla,WhatsApp,2025,2025-12,2025Q4,False,False,False,False,2841.8,2777.32,2.268984446477585,False,-7.0,60,True
TRX-12340,PROD-3601,2025-06-12,4.0,1213.96,51.93,15.0,Retrasado,,Físico,2025,2025-06,2025Q2,True,False,True,False,4855.84,4803.91,1.0694339187452635,False,0.0,237,False
TRX-12341,PROD-3256,2025-03-26,14.0,1426.24,83.15,27.0,Perdido,Barranquilla,App,2025,2025-03,2025Q1,False,False,False,False,19967.36,19884.21,0.4164296131286259,True,12.0,315,True
TRX-12342,PROD-2124,2024-11-16,10.0,1654.96,39.4,1.0,Sin_Informacion,Medellin,Online,2024,2024-11,2024Q4,False,False,False,False,16549.6,16510.199999999997,0.23807221926813943,False,-14.0,445,True
TRX-12343,PROD-1512,2025-07-27,3.0,1854.06,46.07,28.0,En Camino,Medellin,WhatsApp,2025,2025-07,2025Q3,False,False,False,False,5562.18,5516.110000000001,0.8282723680283629,True,13.0,192,True
TRX-12344,PROD-3560,2024-09-26,9.0,830.1,15.97,15.0,Retrasado,,App,2024,2024-09,2024Q3,True,False,False,False,7470.900000000001,7454.93,0.21376273273635035,False,0.0,496,False
TRX-12345,PROD-2240,2025-07-18,1.0,1483.63,19.52,6.0,Retrasado,Bucaramanga,WhatsApp,2025,2025-07,2025Q3,False,False,False,False,1483.63,1464.1100000000001,1.3156919177962159,False,-9.0,201,True
TRX-12346,PROD-3516,2024-11-01,6.0,158.6,58.99,18.0,Entregado,Bogota,Físico,2024,2024-11,2024Q4,False,False,False,False,951.5999999999999,892.6099999999999,6.199033207229929,True,3.0,460,True
TRX-12347,PROD-3185,2025-05-10,7.0,124.48,14.75,13.0,Sin_Informacion,Cali,WhatsApp,2025,2025-05,2025Q2,False,False,False,False,871.36,856.61,1.6927561513037093,False,-2.0,270,True
TRX-12348,PROD-1382,2025-10-04,10.0,258.35,24.19,21.0,Perdido,Medellin,App,2025,2025-10,2025Q4,False,False,False,False,2583.5,2559.31,0.9363266886007354,True,6.0,123,True
TRX-12349,PROD-3058,2025-07-05,4.0,902.65,27.29,1.0,Perdido,Bogota,WhatsApp,2025,2025-07,2025Q3,False,False,False,False,3610.6,3583.31,0.7558300559463801,False,-14.0,214,True
TRX-12350,PROD-3625,2025-02-07,10.0,430.45,47.17,23.0,En Camino,Medellin,App,2025,2025-02,2025Q1,False,False,False,False,4304.5,4257.33,1.0958299454059706,True,8.0,362,True
TRX-12351,PROD-1690,2026-01-13,3.0,580.98,9.33,29.0,Entregado,Bucaramanga,Físico,2026,2026-01,2026Q1,False,False,False,False,1742.94,1733.6100000000001,0.535302420048883,True,14.0,22,True
TRX-12352,PROD-3424,2025-01-03,8.0,1299.28,51.93,15.0,Devuelto,,Físico,2025,2025-01,2025Q1,True,False,True,False,10394.24,10342.31,0.49960362662397634,False,0.0,397,False
TRX-12353,PROD-3378,2024-09-29,9.0,723.46,52.48,12.0,En Camino,Medellin,Físico,2024,2024-09,2024Q3,False,False,False,False,6511.14,6458.660000000001,0.8060032498149325,False,-3.0,493,True
TRX-12354,PROD-1631,2025-03-05,13.0,1119.17,93.22,28.0,Retrasado,Bogota,WhatsApp,2025,2025-03,2025Q1,False,False,False,False,14549.210000000001,14455.990000000002,0.6407220735696302,True,13.0,336,True
TRX-12355,PROD-1701,2025-11-15,1.0,830.68,7.32,8.0,Devuelto,Bogota,Físico,2025,2025-11,2025Q4,False,False,False,False,830.68,823.3599999999999,0.8812057591370926,False,-7.0,81,True
TRX-12356,PROD-3698,2026-01-07,11.0,346.25,64.94,28.0,Devuelto,Bogota,Físico,2026,2026-01,2026Q1,False,False,False,False,3808.75,3743.81,1.7050213324581553,True,13.0,28,True
TRX-12357,PROD-3557,2025-11-19,12.0,157.3,84.41,21.0,Sin_Informacion,Bucaramanga,Físico,2025,2025-11,2025Q4,False,False,False,False,1887.6000000000001,1803.19,4.471816062725153,True,6.0,77,True
TRX-12358,PROD-3951,2025-11-16,10.0,480.1,34.68,5.0,En Camino,Medellin,App,2025,2025-11,2025Q4,False,False,False,False,4801.0,4766.32,0.7223495105186419,False,-10.0,80,True
TRX-12359,PROD-3478,2025-09-22,9.0,124.82,17.49,3.0,Sin_Informacion,Barranquilla,Físico,2025,2025-09,2025Q3,False,False,False,False,1123.3799999999999,1105.8899999999999,1.556908615072371,False,-12.0,135,True
TRX-12360,PROD-2382,2025-06-25,7.0,1241.04,9.12,18.0,Entregado,Barranquilla,WhatsApp,2025,2025-06,2025Q2,False,False,False,False,8687.279999999999,8678.159999999998,0.10498107577976076,True,3.0,224,True
TRX-12361,PROD-3308,2024-11-10,1.0,1593.48,66.17,6.0,Perdido,Cali,WhatsApp,2024,2024-11,2024Q4,False,False,False,False,1593.48,1527.31,4.152546627507092,False,-9.0,451,True
TRX-12362,PROD-1168,2024-12-27,7.0,686.08,57.46,4.0,Entregado,Cali,Físico,2024,2024-12,2024Q4,False,False,False,False,4802.56,4745.1,1.1964452292110874,False,-11.0,404,True
TRX-12363,PROD-1116,2024-11-20,5.0,780.35,26.78,15.0,En Camino,,WhatsApp,2024,2024-11,2024Q4,True,False,False,False,3901.75,3874.97,0.6863586852053566,False,0.0,441,False
TRX-12364,PROD-1332,2025-05-11,10.0,1634.22,51.93,29.0,Perdido,Bogota,Físico,2025,2025-05,2025Q2,False,False,True,False,16342.2,16290.27,0.3177662738187025,True,14.0,269,False
TRX-12365,PROD-1186,2025-03-18,13.0,453.0,84.0,15.0,Devuelto,,Físico,2025,2025-03,2025Q1,True,False,False,False,5889.0,5805.0,1.4263881813550687,False,0.0,323,False
TRX-12366,PROD-3627,2024-12-21,13.0,247.13,74.87,28.0,Retrasado,Bogota,WhatsApp,2024,2024-12,2024Q4,False,False,False,False,3212.69,3137.82,2.330445825772172,True,13.0,410,True
TRX-12367,PROD-3362,2025-07-01,7.0,1007.23,31.26,4.0,Sin_Informacion,Bucaramanga,Online,2025,2025-07,2025Q3,False,False,False,False,7050.610000000001,7019.35,0.4433658931638539,False,-11.0,218,True
TRX-12368,PROD-2084,2024-10-28,12.0,1295.92,76.57,6.0,Entregado,Bogota,WhatsApp,2024,2024-10,2024Q4,False,False,False,False,15551.04,15474.470000000001,0.49237864477231097,False,-9.0,464,True
TRX-12369,PROD-3667,2025-03-12,9.0,1203.31,28.27,18.0,Sin_Informacion,Bogota,App,2025,2025-03,2025Q1,False,False,False,False,10829.789999999999,10801.519999999999,0.2610392260607085,True,3.0,329,True
TRX-12370,PROD-1863,2025-01-26,8.0,1430.61,69.15,18.0,Sin_Informacion,Bogota,App,2025,2025-01,2025Q1,False,False,False,False,11444.88,11375.73,0.6042003061631054,True,3.0,374,True
TRX-12371,PROD-3343,2026-01-18,6.0,122.93,16.26,29.0,Perdido,Medellin,Online,2026,2026-01,2026Q1,False,False,False,False,737.58,721.32,2.2045066297893112,True,14.0,17,True
TRX-12372,PROD-2706,2025-07-18,2.0,862.12,70.76,26.0,Entregado,Barranquilla,App,2025,2025-07,2025Q3,False,False,False,False,1724.24,1653.48,4.1038370528464725,True,11.0,201,True
TRX-12373,PROD-3531,2025-09-12,8.0,484.76,27.68,10.0,Perdido,Bogota,WhatsApp,2025,2025-09,2025Q3,False,False,False,False,3878.08,3850.4,0.7137552603350111,False,-5.0,145,True
TRX-12374,PROD-3617,2025-04-14,12.0,1520.65,59.38,13.0,Retrasado,Medellin,WhatsApp,2025,2025-04,2025Q2,False,False,False,False,18247.800000000003,18188.420000000002,0.3254090904108988,False,-2.0,296,True
TRX-12375,PROD-1124,2025-07-08,14.0,1746.73,21.38,20.0,Sin_Informacion,Medellin,App,2025,2025-07,2025Q3,False,False,False,False,24454.22,24432.84,0.08742867284256049,True,5.0,211,True
TRX-12376,PROD-3039,2025-09-13,4.0,569.86,51.93,22.0,En Camino,Bogota,Físico,2025,2025-09,2025Q3,False,False,True,False,2279.44,2227.51,2.278191134664654,True,7.0,144,False
TRX-12377,PROD-3568,2025-12-28,8.0,199.48,73.97,18.0,En Camino,Bogota,App,2025,2025-12,2025Q4,False,False,False,False,1595.84,1521.87,4.635176458792862,True,3.0,38,True
TRX-12378,PROD-3234,2024-12-28,7.0,514.32,10.78,7.0,Perdido,Bogota,Online,2024,2024-12,2024Q4,False,False,False,False,3600.2400000000002,3589.46,0.2994244828122569,False,-8.0,403,True
TRX-12379,PROD-2186,2025-05-18,4.0,216.98,20.71,15.0,Perdido,,App,2025,2025-05,2025Q2,True,False,False,False,867.92,847.2099999999999,2.3861646234676006,False,0.0,262,False
TRX-12380,PROD-3629,2025-03-14,8.0,651.62,22.49,8.0,En Camino,Medellin,Online,2025,2025-03,2025Q1,False,False,False,False,5212.96,5190.47,0.43142475676007486,False,-7.0,327,True
TRX-12381,PROD-2237,2025-07-20,11.0,1081.02,8.93,25.0,Devuelto,Medellin,Online,2025,2025-07,2025Q3,False,False,False,False,11891.22,11882.289999999999,0.0750974248226843,True,10.0,199,True
TRX-12382,PROD-2978,2024-12-19,11.0,1947.63,75.78,6.0,Devuelto,Bucaramanga,WhatsApp,2024,2024-12,2024Q4,False,False,False,False,21423.93,21348.15,0.3537166150188131,False,-9.0,412,True
TRX-12383,PROD-2003,2025-10-26,12.0,804.75,98.19,2.0,Devuelto,Bucaramanga,App,2025,2025-10,2025Q4,False,False,False,False,9657.0,9558.81,1.0167753960857409,False,-13.0,101,True
TRX-12384,PROD-3805,2025-09-08,11.0,447.88,78.95,15.0,Retrasado,,Físico,2025,2025-09,2025Q3,True,False,False,False,4926.68,4847.7300000000005,1.6024990460107007,False,0.0,149,False
TRX-12385,PROD-2663,2024-10-09,2.0,341.94,86.76,15.0,Perdido,,Online,2024,2024-10,2024Q4,True,False,False,False,683.88,597.12,12.686436216880157,False,0.0,483,False
TRX-12386,PROD-2218,2025-02-09,9.0,354.35,5.57,10.0,Entregado,Bogota,App,2025,2025-02,2025Q1,False,False,False,False,3189.15,3183.58,0.1746546885533763,False,-5.0,360,True
TRX-12387,PROD-2857,2025-06-03,6.0,393.27,16.2,17.0,Entregado,Medellin,App,2025,2025-06,2025Q2,False,False,False,False,2359.62,2343.42,0.6865512243496834,True,2.0,246,True
TRX-12388,PROD-1298,2025-06-27,7.0,1526.91,53.06,27.0,Perdido,Medellin,WhatsApp,2025,2025-06,2025Q2,False,False,True,False,10688.37,10635.310000000001,0.4964274253230381,True,12.0,222,False
TRX-12389,PROD-3820,2025-02-20,10.0,131.45,58.11,22.0,En Camino,Bucaramanga,Físico,2025,2025-02,2025Q1,False,False,False,False,1314.5,1256.39,4.420692278432864,True,7.0,349,True
TRX-12390,PROD-1245,2025-09-03,1.0,1994.83,97.9,15.0,Perdido,,Físico,2025,2025-09,2025Q3,True,False,False,False,1994.83,1896.9299999999998,4.90768636926455,False,0.0,154,False
TRX-12391,PROD-1647,2025-08-22,3.0,1050.15,67.77,11.0,Devuelto,Bogota,App,2025,2025-08,2025Q3,False,False,False,False,3150.4500000000003,3082.6800000000003,2.15112126839023,False,-4.0,166,True
TRX-12392,PROD-2800,2025-02-09,14.0,1093.1,40.54,17.0,Devuelto,Cali,Físico,2025,2025-02,2025Q1,False,False,False,False,15303.399999999998,15262.859999999997,0.26490845171661204,True,2.0,360,True
TRX-12393,PROD-2702,2025-01-14,10.0,721.55,18.88,16.0,Entregado,Medellin,Online,2025,2025-01,2025Q1,False,False,False,False,7215.5,7196.62,0.2616589286951701,True,1.0,386,True
TRX-12394,PROD-2983,2024-11-29,5.0,1383.61,19.52,22.0,Perdido,Barranquilla,WhatsApp,2024,2024-11,2024Q4,False,False,False,False,6918.049999999999,6898.529999999999,0.282160435382803,True,7.0,432,True
