Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta,Anio_Venta,Mes_Venta,Trimestre_Venta,Ciudad_Invalida_Origen,Cantidad_Sospechosa_Origen,Costo_Envio_Imputado,Tiempo_Entrega_Imputado,Ingreso_Bruto,Ingreso_Neto_Logistico,Ratio_Envio_Venta,Entrega_Tardia,Brecha_SLA,Antiguedad_Dias,Registro_Confiable_Transaccion,Categoria,Stock_Actual,Costo_Unitario_USD,Punto_Reorden,Lead_Time_Dias,Bodega_Origen,Ultima_Revision,Categoria_Imputada,Stock_Imputado,Costo_Unitario_Winsorizado,Lead_Time_Dias_Original,Lead_Time_Imputado,Antiguedad_Revision_Dias,Valor_Inventario,Ratio_Stock_Reorden,Alta_Disponibilidad,Registro_Confiable_Inventario,SKU_Fantasma,Rating_Producto,Rating_Logistica,Rating_Promedio,Satisfaccion_NPS,Ticket_Soporte_Abierto,Recomienda_Marca,Segmento_NPS,Tiene_Feedback,Costo_Fantasma_Imputado,Margen_Utilidad_Unitario,Margen_Utilidad_Pct,Margen_Utilidad,Brecha_Entrega_vs_Prometido,Ingreso_En_Riesgo,Ratio_Soporte_Categoria
TRX-11701,PROD-2160,2025-03-06,12.0,1574.52,90.3,22.0,Perdido,Barranquilla,Físico,2025,2025-03,2025Q1,False,False,False,False,18894.239999999998,18803.94,0.47792343063282783,True,7.0,335,True,Laptops,1946.0,618.72,254.0,5.0,Occidente,2025-08-06,True,False,False,5,False,178.0,1204029.12,7.661417322834645,True,False,False,,,,,,,,False,False,955.8,60.704214617788274,11469.599999999999,7.0,0.0,0.18764153995470723
TRX-11702,PROD-3777,2025-04-25,6.0,304.51,71.44,16.0,En Camino,Bucaramanga,Online,2025,2025-04,2025Q2,False,False,False,False,1827.06,1755.62,3.9101069477740196,True,1.0,285,True,,,232.55085091948607,,,,,,,,,,,,,,,True,3.0,4.0,3.5,58.1,True,No,Promotor,True,True,71.95914908051392,23.631128396608954,431.75489448308355,1.0,1827.06,
TRX-11703,PROD-3779,2025-08-19,7.0,1055.76,80.07,10.0,Retrasado,Bucaramanga,Físico,2025,2025-08,2025Q3,False,False,False,False,7390.32,7310.25,1.0834442892865261,False,-5.0,169,True,,,806.2719988399613,,,,,,,,,,,,,,,True,,,,,,,,False,True,249.48800116003872,23.631128396608958,1746.416008120271,-5.0,7390.32,
TRX-11704,PROD-3429,2025-08-18,5.0,1716.54,53.06,15.0,En Camino,Cali,WhatsApp,2025,2025-08,2025Q3,False,False,True,False,8582.7,8529.640000000001,0.6182203735421254,False,0.0,170,False,Smartphones,776.0,441.13,185.0,5.0,Occidente,2025-10-05,False,False,False,,True,118.0,342316.88,4.194594594594594,True,False,False,1.0,3.0,2.0,4.9,True,Sin_Respuesta,Pasivo,True,False,1275.4099999999999,74.30121057476084,6377.049999999999,0.0,0.0,0.18093855829704886
TRX-11705,PROD-2993,2025-01-21,8.0,643.85,16.8,8.0,Perdido,Bogota,Físico,2025,2025-01,2025Q1,False,False,False,False,5150.8,5134.0,0.32616292614739456,False,-7.0,379,True,Laptops,1569.0,1082.72,295.0,0.0,Occidente,2026-01-05,False,False,False,Inmediato,False,26.0,1698787.68,5.31864406779661,True,True,False,,,,,,,,False,False,-438.87,-68.16339209443193,-3510.96,-7.0,0.0,0.18764153995470723
TRX-11706,PROD-3158,2025-04-23,6.0,855.98,17.82,15.0,Devuelto,,Físico,2025,2025-04,2025Q2,True,False,False,False,5135.88,5118.06,0.3469707236150377,False,0.0,287,False,Tablets,599.0,74.17,209.0,3.0,Norte,2024-07-09,False,False,False,3,False,571.0,44427.83,2.8660287081339715,True,True,False,,,,,,,,False,False,781.8100000000001,91.33507792238137,4690.860000000001,0.0,0.0,0.18172888015717092
TRX-11707,PROD-3732,2025-07-30,12.0,1610.67,15.66,16.0,Sin_Informacion,Barranquilla,Físico,2025,2025-07,2025Q3,False,False,False,False,19328.04,19312.38,0.08102218331501797,True,1.0,189,True,,,1230.0505042543386,,,,,,,,,,,,,,,True,,,,,,,,False,True,380.6194957456614,23.631128396608954,4567.433948947937,1.0,19328.04,
TRX-11708,PROD-2263,2024-11-02,4.0,187.75,86.43,15.0,Perdido,,WhatsApp,2024,2024-11,2024Q4,True,False,False,False,751.0,664.5699999999999,11.508655126498004,False,0.0,459,False,Smartphones,953.0,1217.39,156.0,10.0,BOD-EXT-99,2025-01-24,False,False,False,10,False,372.0,1160172.6700000002,6.108974358974359,True,True,False,,,,,,,,False,False,-1029.64,-548.4101198402132,-4118.56,0.0,0.0,0.18093855829704886
TRX-11709,PROD-1186,2025-09-10,14.0,1720.39,24.95,3.0,Perdido,Bucaramanga,App,2025,2025-09,2025Q3,False,False,False,False,24085.460000000003,24060.510000000002,0.10358946850091298,False,-12.0,147,True,Tablets,147.0,313.58,209.0,3.0,Sur,2026-01-02,False,False,False,3,False,29.0,46096.259999999995,0.7033492822966507,False,True,False,3.0,4.0,3.5,-50.2,True,Si,Detractor,True,False,1406.8100000000002,81.77273757694476,19695.340000000004,-12.0,0.0,0.18172888015717092
TRX-11710,PROD-1903,2025-10-31,11.0,629.2,66.1,13.0,Perdido,Barranquilla,Físico,2025,2025-10,2025Q4,False,False,False,False,6921.200000000001,6855.1,0.9550366988383515,False,-2.0,96,True,Smartphones,1102.0,1023.98,287.0,5.0,Occidente,2026-01-18,False,False,False,5,False,13.0,1128425.96,3.8397212543554007,True,True,False,1.5,5.0,3.25,-4.600000000000001,True,Si,Detractor,True,False,-394.78,-62.7431659249841,-4342.58,-2.0,0.0,0.18093855829704886
TRX-11711,PROD-2618,2025-07-08,1.0,12.89,54.04,28.0,Sin_Informacion,Medellin,WhatsApp,2025,2025-07,2025Q3,False,False,False,False,12.89,-41.15,419.2397207137316,True,13.0,211,True,Laptops,1579.0,1345.29,129.0,3.0,ZONA_FRANCA,2024-08-13,False,False,False,3,False,536.0,2124212.91,12.24031007751938,True,True,False,,,,,,,,False,False,-1332.3999999999999,-10336.6951124903,-1332.3999999999999,13.0,0.0,0.18764153995470723
TRX-11712,PROD-3454,2025-03-09,2.0,475.98,56.72,9.0,Entregado,Barranquilla,Online,2025,2025-03,2025Q1,False,False,False,False,951.96,895.24,5.958233539224337,False,-6.0,332,True,Laptops,264.0,1212.65,293.0,0.0,ZONA_FRANCA,2025-06-16,False,False,False,Inmediato,False,229.0,320139.60000000003,0.9010238907849829,False,True,False,5.0,3.0,4.0,90.7,False,Talvez,Promotor,True,False,-736.6700000000001,-154.76910794571202,-1473.3400000000001,-6.0,0.0,0.18764153995470723
TRX-11713,PROD-1224,2026-01-18,12.0,188.11,23.57,12.0,Retrasado,Cali,Online,2026,2026-01,2026Q1,False,False,False,False,2257.32,2233.75,1.0441585597079723,False,-3.0,17,True,Tablets,1813.0,521.56,228.0,10.0,Sur,2025-08-31,False,False,False,10,False,153.0,945588.2799999999,7.951754385964913,True,True,False,,,,,,,,False,False,-333.44999999999993,-177.26330338631647,-4001.399999999999,-3.0,0.0,0.18172888015717092
TRX-11714,PROD-1031,2024-10-26,6.0,193.85,65.35,25.0,En Camino,Cali,WhatsApp,2024,2024-10,2024Q4,False,False,False,False,1163.1,1097.75,5.618605450950048,True,10.0,466,True,Laptops,1061.0,542.96,127.0,0.0,Norte,2025-10-19,False,False,False,Inmediato,False,104.0,576080.56,8.354330708661417,True,True,False,,,,,,,,False,False,-349.11,-180.09285530049007,-2094.66,10.0,0.0,0.18764153995470723
TRX-11715,PROD-1837,2025-08-06,4.0,1388.74,9.09,5.0,Sin_Informacion,Bucaramanga,Físico,2025,2025-08,2025Q3,False,False,False,False,5554.96,5545.87,0.16363754194449645,False,-10.0,182,True,Monitores,802.0,1341.45,147.0,5.0,Sur,2025-03-05,False,False,False,,True,332.0,1075842.9000000001,5.45578231292517,True,False,False,,,,,,,,False,False,47.289999999999964,3.405245042268529,189.15999999999985,-10.0,0.0,0.1813819577735125
TRX-11716,PROD-2234,2026-01-19,3.0,435.81,51.605000000000004,21.0,Devuelto,Barranquilla,App,2026,2026-01,2026Q1,False,False,True,False,1307.43,1255.825,3.9470564389680516,True,6.0,16,False,Tablets,1791.0,541.29,191.0,5.0,Norte,2024-10-30,False,False,False,,True,458.0,969450.3899999999,9.37696335078534,True,False,False,,,,,,,,False,False,-105.47999999999996,-24.203207819921516,-316.4399999999999,6.0,0.0,0.18172888015717092
TRX-11717,PROD-1865,2026-01-10,7.0,1870.14,99.38,15.0,En Camino,,Online,2026,2026-01,2026Q1,True,False,False,False,13090.980000000001,12991.600000000002,0.7591486657225051,False,0.0,25,False,Laptops,1227.0,1402.49,188.0,10.0,Norte,2025-08-14,False,False,False,10,False,170.0,1720855.23,6.526595744680851,True,True,False,1.0,2.0,1.5,98.6,True,Talvez,Promotor,True,False,467.6500000000001,25.006149272247,3273.5500000000006,0.0,0.0,0.18764153995470723
TRX-11718,PROD-1562,2025-06-24,7.0,1037.72,7.54,7.0,Entregado,Cali,App,2025,2025-06,2025Q2,False,False,False,False,7264.04,7256.5,0.10379898789103584,False,-8.0,225,True,Smartphones,708.0,224.65,105.0,5.0,BOD-EXT-99,2024-05-22,False,False,False,,True,619.0,159052.2,6.742857142857143,True,False,False,,,,,,,,False,False,813.07,78.35157846047103,5691.490000000001,-8.0,0.0,0.18093855829704886
TRX-11719,PROD-2046,2025-11-23,2.0,925.6,9.76,7.0,Devuelto,Medellin,WhatsApp,2025,2025-11,2025Q4,False,False,False,False,1851.2,1841.44,0.5272255834053586,False,-8.0,73,True,Smartphones,1878.0,148.03,288.0,27.5,Norte,2024-09-28,False,False,False,25-30 días,False,490.0,278000.34,6.520833333333333,True,True,False,,,,,,,,False,False,777.57,84.0071305099395,1555.14,-8.0,0.0,0.18093855829704886
TRX-11720,PROD-2185,2025-04-07,8.0,874.22,35.84,19.0,Entregado,Bogota,Online,2025,2025-04,2025Q2,False,False,False,False,6993.76,6957.92,0.5124568186497678,True,4.0,303,True,Accesorios,1769.0,604.08,157.0,5.0,Norte,2024-05-12,False,False,False,,True,629.0,1068617.52,11.26751592356688,True,False,False,3.0,4.0,3.5,-88.4,True,Si,Detractor,True,False,270.14,30.900688613850058,2161.12,4.0,0.0,0.18234723569350145
TRX-11721,PROD-2343,2025-04-01,11.0,1388.25,84.0,8.0,En Camino,Bucaramanga,Físico,2025,2025-04,2025Q2,False,False,False,False,15270.75,15186.75,0.5500712145768872,False,-7.0,309,True,Laptops,6.0,1102.82,109.0,5.0,ZONA_FRANCA,2025-06-27,False,False,False,5,False,218.0,6616.92,0.05504587155963303,False,True,False,,,,,,,,False,False,285.43000000000006,20.56041779218441,3139.7300000000005,-7.0,0.0,0.18764153995470723
TRX-11722,PROD-1491,2025-05-01,1.0,910.0,29.43,6.0,Devuelto,Medellin,Online,2025,2025-05,2025Q2,False,False,False,False,910.0,880.57,3.234065934065934,False,-9.0,279,True,Monitores,1436.0,894.94,290.0,5.0,Norte,2025-09-22,False,False,False,,True,131.0,1285133.84,4.951724137931034,True,False,False,5.0,4.0,4.5,46.1,False,Sin_Respuesta,Pasivo,True,False,15.059999999999945,1.6549450549450488,15.059999999999945,-9.0,0.0,0.1813819577735125
TRX-11723,PROD-1031,2024-10-02,11.0,265.91,49.83,3.0,Sin_Informacion,Cali,Físico,2024,2024-10,2024Q4,False,False,False,False,2925.01,2875.1800000000003,1.703583919371216,False,-12.0,490,True,Laptops,1061.0,542.96,127.0,0.0,Norte,2025-10-19,False,False,False,Inmediato,False,104.0,576080.56,8.354330708661417,True,True,False,3.0,1.0,2.0,-27.6,True,Sin_Respuesta,Detractor,True,False,-277.05,-104.18938738670977,-3047.55,-12.0,0.0,0.18764153995470723
TRX-11724,PROD-3037,2025-01-20,10.0,1761.54,6.71,22.0,En Camino,Medellin,App,2025,2025-01,2025Q1,False,False,False,False,17615.4,17608.690000000002,0.03809166978893468,True,7.0,380,True,Smartphones,448.0,1203.59,237.0,27.5,Occidente,2024-08-24,False,False,False,25-30 días,False,525.0,539208.32,1.890295358649789,False,True,False,,,,,,,,False,False,557.95,31.67398980437572,5579.5,7.0,0.0,0.18093855829704886
TRX-11725,PROD-2763,2025-01-23,7.0,862.51,12.49,15.0,Retrasado,,Online,2025,2025-01,2025Q1,True,False,False,False,6037.57,6025.08,0.20687130749622779,False,0.0,377,False,Smartphones,531.0,839.96,172.0,10.0,Norte,2024-11-03,False,False,False,10,False,454.0,446018.76,3.0872093023255816,True,True,False,5.0,4.0,4.5,82.3,True,No,Promotor,True,False,22.549999999999955,2.614462441015171,157.84999999999968,0.0,0.0,0.18093855829704886
TRX-11726,PROD-1719,2025-05-27,10.0,157.27,62.76,6.0,Entregado,Bucaramanga,WhatsApp,2025,2025-05,2025Q2,False,False,False,False,1572.7,1509.94,3.990589432186685,False,-9.0,253,True,Accesorios,132.0,1484.78,237.0,0.0,Norte,2024-12-08,False,False,False,Inmediato,False,419.0,195990.96,0.5569620253164557,False,True,False,,,,,,,,False,False,-1327.51,-844.0961403954981,-13275.1,-9.0,0.0,0.18234723569350145
TRX-11727,PROD-1529,2025-09-17,12.0,1063.44,23.46,15.0,Retrasado,,Online,2025,2025-09,2025Q3,True,False,False,False,12761.28,12737.820000000002,0.1838373580079741,False,0.0,140,False,Tablets,1959.0,974.77,118.0,27.5,BOD-EXT-99,2025-05-27,False,False,False,25-30 días,False,249.0,1909574.43,16.60169491525424,True,True,False,4.0,2.0,3.0,-20.2,False,No,Detractor,True,False,88.67000000000007,8.338035056044541,1064.0400000000009,0.0,0.0,0.18172888015717092
TRX-11728,PROD-2557,2025-10-24,1.0,1298.22,51.93,15.0,Retrasado,,Físico,2025,2025-10,2025Q4,True,False,True,False,1298.22,1246.29,4.0000924342561355,False,0.0,103,False,Smartphones,1063.0,777.82,285.0,0.0,BOD-EXT-99,2025-11-22,False,False,False,Inmediato,False,70.0,826822.66,3.729824561403509,True,True,False,5.0,3.0,4.0,55.0,False,Talvez,Promotor,True,False,520.4,40.08565574401873,520.4,0.0,0.0,0.18093855829704886
TRX-11729,PROD-3181,2025-05-01,13.0,558.41,70.95,20.0,En Camino,Barranquilla,App,2025,2025-05,2025Q2,False,False,False,False,7259.33,7188.38,0.9773629246776219,True,5.0,279,True,Monitores,153.0,1111.72,179.0,0.0,Norte,2025-03-13,False,False,False,Inmediato,False,324.0,170093.16,0.8547486033519553,False,True,False,,,,,,,,False,False,-553.3100000000001,-99.08669257355707,-7193.030000000001,5.0,0.0,0.1813819577735125
TRX-11730,PROD-3882,2025-06-10,12.0,1602.68,79.61,15.0,En Camino,,WhatsApp,2025,2025-06,2025Q2,True,False,False,False,19232.16,19152.55,0.41394206370995246,False,0.0,239,False,,,1223.9486314132275,,,,,,,,,,,,,,,True,,,,,,,,False,True,378.73136858677253,23.631128396608965,4544.77642304127,0.0,19232.16,
TRX-11731,PROD-1942,2024-11-19,14.0,1342.85,85.78,21.0,Perdido,Medellin,Físico,2024,2024-11,2024Q4,False,False,False,False,18799.899999999998,18714.12,0.4562790227607594,True,6.0,442,True,Laptops,1019.5,775.84,237.0,5.0,BOD-EXT-99,2025-11-06,True,True,False,5,False,86.0,790968.88,4.301687763713081,True,False,False,1.0,2.0,1.5,58.7,False,Si,Promotor,True,False,567.0099999999999,42.22437353390177,7938.1399999999985,6.0,0.0,0.18764153995470723
TRX-11732,PROD-3049,2025-08-03,3.0,1304.18,17.71,28.0,Perdido,Bogota,Físico,2025,2025-08,2025Q3,False,False,False,False,3912.54,3894.83,0.45264712948621616,True,13.0,185,True,Monitores,86.0,1031.83,208.0,27.5,Norte,2025-03-30,False,False,False,25-30 días,False,307.0,88737.37999999999,0.41346153846153844,False,True,False,,,,,,,,False,False,272.35000000000014,20.882853593829083,817.0500000000004,13.0,0.0,0.1813819577735125
TRX-11733,PROD-3288,2025-12-26,3.0,847.44,48.27,13.0,Devuelto,Barranquilla,WhatsApp,2025,2025-12,2025Q4,False,False,False,False,2542.32,2494.05,1.8986594921174362,False,-2.0,40,True,Monitores,1560.0,1282.69,153.0,10.0,Norte,2024-06-04,False,False,False,10,False,606.0,2000996.4000000001,10.196078431372548,True,True,False,,,,,,,,False,False,-435.25,-51.36056829982063,-1305.75,-2.0,0.0,0.1813819577735125
TRX-11734,PROD-3736,2025-01-28,10.0,1924.21,94.97,27.0,En Camino,Bogota,WhatsApp,2025,2025-01,2025Q1,False,False,False,False,19242.1,19147.129999999997,0.4935531984554701,True,12.0,372,True,,,1469.4974642796108,,,,,,,,,,,,,,,True,3.0,5.0,4.0,-21.0,True,Talvez,Detractor,True,True,454.71253572038927,23.63112839660896,4547.125357203893,12.0,19242.1,
TRX-11735,PROD-2450,2025-03-28,14.0,555.64,78.35,17.0,Entregado,Barranquilla,App,2025,2025-03,2025Q1,False,False,False,False,7778.96,7700.61,1.007204047841871,True,2.0,313,True,Laptops,1019.5,596.63,169.0,5.0,Occidente,2024-09-03,True,True,False,,True,515.0,608264.285,6.0325443786982245,True,False,False,,,,,,,,False,False,-40.99000000000001,-7.377078684040028,-573.8600000000001,2.0,0.0,0.18764153995470723
TRX-11736,PROD-1295,2025-04-15,2.0,1159.63,16.11,22.0,En Camino,Medellin,Físico,2025,2025-04,2025Q2,False,False,False,False,2319.26,2303.15,0.694618110949182,True,7.0,295,True,Accesorios,1866.0,1256.93,214.0,27.5,Norte,2025-03-06,False,False,False,25-30 días,False,331.0,2345431.38,8.719626168224298,True,True,False,5.0,1.0,3.0,-25.3,True,Si,Detractor,True,False,-97.29999999999995,-8.390607348895763,-194.5999999999999,7.0,0.0,0.18234723569350145
TRX-11737,PROD-2626,2024-12-17,14.0,625.02,52.74,18.0,En Camino,Barranquilla,Físico,2024,2024-12,2024Q4,False,False,False,False,8750.279999999999,8697.539999999999,0.6027235699886176,True,3.0,414,True,Laptops,1701.0,941.85,208.0,5.0,Norte,2024-06-05,False,False,False,,True,605.0,1602086.85,8.177884615384615,True,False,False,,,,,,,,False,False,-316.83000000000004,-50.69117788230777,-4435.620000000001,3.0,0.0,0.18764153995470723
TRX-11738,PROD-1173,2025-01-04,10.0,1492.16,92.63,20.0,Sin_Informacion,Bogota,App,2025,2025-01,2025Q1,False,False,False,False,14921.6,14828.970000000001,0.6207779326613767,True,5.0,396,True,Accesorios,1340.0,634.65,137.0,27.5,Norte,2024-11-04,False,False,False,25-30 días,False,453.0,850431.0,9.781021897810218,True,True,False,,,,,,,,False,False,857.5100000000001,57.46769783401244,8575.1,5.0,0.0,0.18234723569350145
TRX-11739,PROD-2786,2025-02-12,13.0,105.11,46.8,6.0,Retrasado,Bucaramanga,Online,2025,2025-02,2025Q1,False,False,False,False,1366.43,1319.63,3.4249833507753777,False,-9.0,357,True,Accesorios,623.0,503.61,260.0,3.0,Norte,2024-05-22,False,False,False,3,False,619.0,313749.03,2.396153846153846,True,True,False,,,,,,,,False,False,-398.5,-379.1266292455523,-5180.5,-9.0,0.0,0.18234723569350145
TRX-11740,PROD-1076,2025-04-15,5.0,101.33,53.06,11.0,Retrasado,Bucaramanga,WhatsApp,2025,2025-04,2025Q2,False,False,True,False,506.65,453.59,10.4727129181881,False,-4.0,295,False,Accesorios,359.0,1115.64,106.0,3.0,ZONA_FRANCA,2025-07-15,False,False,False,3,False,200.0,400514.76,3.3867924528301887,True,True,False,4.5,2.5,3.5,-4.65,True,Sin_Respuesta,Detractor,True,False,-1014.3100000000001,-1000.9967433139249,-5071.55,-4.0,0.0,0.18234723569350145
TRX-11741,PROD-2883,2025-01-29,4.0,1623.61,84.55,27.0,Perdido,Medellin,App,2025,2025-01,2025Q1,False,False,False,False,6494.44,6409.889999999999,1.3018828413227315,True,12.0,371,True,Monitores,1958.0,1262.75,180.0,5.0,Sur,2024-05-30,False,False,False,,True,611.0,2472464.5,10.877777777777778,True,False,False,,,,,,,,False,False,360.8599999999999,22.225780821749062,1443.4399999999996,12.0,0.0,0.1813819577735125
TRX-11742,PROD-1318,2025-05-26,13.0,874.19,52.11,6.0,Sin_Informacion,Bogota,WhatsApp,2025,2025-05,2025Q2,False,False,False,False,11364.470000000001,11312.36,0.45853436191920954,False,-9.0,254,True,Smartphones,1349.0,273.15,250.0,5.0,ZONA_FRANCA,2025-10-21,False,False,False,,True,102.0,368479.35,5.396,True,False,False,3.0,3.5,3.25,8.65,True,No,Pasivo,True,False,601.0400000000001,68.75393221153297,7813.520000000001,-9.0,0.0,0.18093855829704886
TRX-11743,PROD-2282,2024-10-30,6.0,688.95,15.15,28.0,Devuelto,Medellin,App,2024,2024-10,2024Q4,False,False,False,False,4133.700000000001,4118.550000000001,0.366499745990275,True,13.0,462,True,Laptops,606.0,1086.93,204.0,5.0,Occidente,2024-03-24,False,False,False,,True,678.0,658679.5800000001,2.9705882352941178,True,False,False,3.0,2.0,2.5,-47.7,False,Sin_Respuesta,Detractor,True,False,-397.98,-57.76616590463749,-2387.88,13.0,0.0,0.18764153995470723
TRX-11744,PROD-3358,2025-09-20,2.0,1218.98,19.05,26.0,Devuelto,Medellin,App,2025,2025-09,2025Q3,False,False,False,False,2437.96,2418.91,0.7813909990319775,True,11.0,137,True,Tablets,435.0,283.25,181.0,3.0,Sur,2024-10-26,False,False,False,3,False,462.0,123213.75,2.403314917127072,True,True,False,5.0,2.0,3.5,85.0,True,Si,Promotor,True,False,935.73,76.76335953009894,1871.46,11.0,0.0,0.18172888015717092
TRX-11745,PROD-2758,2025-01-09,14.0,1406.78,9.43,7.0,En Camino,Bogota,Físico,2025,2025-01,2025Q1,False,False,False,False,19694.92,19685.489999999998,0.047880367120049235,False,-8.0,391,True,Smartphones,458.0,1432.3,246.0,27.5,Norte,2024-03-26,False,False,False,25-30 días,False,676.0,655993.4,1.8617886178861789,False,True,False,,,,,,,,False,False,-25.519999999999982,-1.8140718520308778,-357.27999999999975,-8.0,0.0,0.18093855829704886
TRX-11746,PROD-3348,2025-07-28,4.0,410.39,23.55,15.0,Sin_Informacion,,WhatsApp,2025,2025-07,2025Q3,True,False,False,False,1641.56,1618.01,1.4346109797997029,False,0.0,191,False,Accesorios,986.0,388.85,100.0,5.0,Norte,2025-07-04,False,False,False,5,False,211.0,383406.10000000003,9.86,True,True,False,4.0,2.0,3.0,-18.7,False,No,Detractor,True,False,21.539999999999964,5.248665903165273,86.15999999999985,0.0,0.0,0.18234723569350145
TRX-11747,PROD-2656,2024-11-13,12.0,379.01,89.89,28.0,Entregado,Bucaramanga,App,2024,2024-11,2024Q4,False,False,False,False,4548.12,4458.23,1.9764210267099376,True,13.0,448,True,Tablets,264.0,1425.14,202.0,5.0,Norte,2025-06-26,False,False,False,5,False,219.0,376236.96,1.306930693069307,False,True,False,,,,,,,,False,False,-1046.13,-276.0164639455424,-12553.560000000001,13.0,0.0,0.18172888015717092
TRX-11748,PROD-3906,2024-09-23,7.0,1916.72,66.77,22.0,Retrasado,Medellin,Físico,2024,2024-09,2024Q3,False,False,False,False,13417.04,13350.27,0.4976507486002873,True,7.0,499,True,,,1463.7774357965168,,,,,,,,,,,,,,,True,,,,,,,,False,True,452.94256420348324,23.631128396608958,3170.597949424383,7.0,13417.04,
TRX-11749,PROD-3622,2024-10-03,1.0,1183.43,75.19,25.0,Entregado,Bogota,App,2024,2024-10,2024Q4,False,False,False,False,1183.43,1108.24,6.353565483383047,True,10.0,489,True,,,903.7721372160106,,,,,,,,,,,,,,,True,,,,,,,,False,True,279.65786278398946,23.631128396608965,279.65786278398946,10.0,1183.43,
TRX-11750,PROD-2710,2025-08-02,13.0,786.33,64.06,24.0,Sin_Informacion,Medellin,WhatsApp,2025,2025-08,2025Q3,False,False,False,False,10222.29,10158.230000000001,0.6266697579505179,True,9.0,186,True,Monitores,1488.0,589.46,190.0,5.0,Norte,2024-07-18,False,False,False,,True,562.0,877116.4800000001,7.831578947368421,True,False,False,,,,,,,,False,False,196.87,25.036562257576335,2559.31,9.0,0.0,0.1813819577735125
TRX-11751,PROD-2185,2025-05-15,11.0,1604.87,41.72,15.0,Retrasado,,App,2025,2025-05,2025Q2,True,False,False,False,17653.57,17611.85,0.23632613686636753,False,0.0,265,False,Accesorios,1769.0,604.08,157.0,5.0,Norte,2024-05-12,False,False,False,,True,629.0,1068617.52,11.26751592356688,True,False,False,,,,,,,,False,False,1000.7899999999998,62.359568064703055,11008.689999999999,0.0,0.0,0.18234723569350145
TRX-11752,PROD-1471,2025-01-28,3.0,1055.07,51.93,27.0,Sin_Informacion,Medellin,Físico,2025,2025-01,2025Q1,False,False,True,False,3165.21,3113.28,1.6406494355824732,True,12.0,372,False,Laptops,1929.0,833.43,148.0,27.5,Norte,2024-11-26,True,False,False,25-30 días,False,431.0,1607686.47,13.033783783783784,True,False,False,,,,,,,,False,False,221.64,21.007136967215445,664.92,12.0,0.0,0.18764153995470723
TRX-11753,PROD-2659,2025-11-20,1.0,490.91,25.6,15.0,Sin_Informacion,,Físico,2025,2025-11,2025Q4,True,False,False,False,490.91,465.31,5.214805157768226,False,0.0,76,False,Laptops,1874.0,1443.08,172.0,0.0,ZONA_FRANCA,2024-08-26,True,False,False,Inmediato,False,523.0,2704331.92,10.895348837209303,True,False,False,2.0,4.0,3.0,46.0,False,Talvez,Pasivo,True,False,-952.1699999999998,-193.96019637000668,-952.1699999999998,0.0,0.0,0.18764153995470723
TRX-11754,PROD-1085,2025-04-24,2.0,421.4,92.93,22.0,En Camino,Barranquilla,Online,2025,2025-04,2025Q2,False,False,False,False,842.8,749.8699999999999,11.026340768865687,True,7.0,286,True,Smartphones,1216.0,842.71,108.0,10.0,Norte,2025-01-05,False,False,False,10,False,391.0,1024735.3600000001,11.25925925925926,True,True,False,5.0,1.0,3.0,-49.8,True,No,Detractor,True,False,-421.31000000000006,-99.97864261983865,-842.6200000000001,7.0,0.0,0.18093855829704886
TRX-11755,PROD-2330,2026-01-18,9.0,799.75,53.91,20.0,Devuelto,Barranquilla,WhatsApp,2026,2026-01,2026Q1,False,False,False,False,7197.75,7143.84,0.7489840575179744,True,5.0,17,True,Laptops,892.0,357.03,240.0,27.5,BOD-EXT-99,2025-02-25,False,False,False,25-30 días,False,340.0,318470.75999999995,3.716666666666667,True,True,False,2.0,4.0,3.0,-5.850000000000001,True,No,Detractor,True,False,442.72,55.35729915598625,3984.4800000000005,5.0,0.0,0.18764153995470723
TRX-11756,PROD-1703,2025-12-10,10.0,1721.19,50.7,1.0,Sin_Informacion,Bogota,Online,2025,2025-12,2025Q4,False,False,False,False,17211.9,17161.2,0.29456364492008436,False,-14.0,56,True,Laptops,543.0,192.11,154.0,3.0,ZONA_FRANCA,2025-05-29,True,False,False,3,False,247.0,104315.73000000001,3.5259740259740258,True,False,False,,,,,,,,False,False,1529.08,88.83853612907349,15290.8,-14.0,0.0,0.18764153995470723
TRX-11757,PROD-3531,2025-05-23,5.0,132.28,99.63,5.0,En Camino,Bucaramanga,Físico,2025,2025-05,2025Q2,False,False,False,False,661.4,561.77,15.063501663138796,False,-10.0,257,True,,,101.02074335696567,,,,,,,,,,,,,,,True,,,,,,,,False,True,31.259256643034334,23.63112839660896,156.29628321517168,-10.0,661.4,
TRX-11758,PROD-2884,2024-11-05,13.0,444.87,41.47,29.0,Retrasado,Bogota,Online,2024,2024-11,2024Q4,False,False,False,False,5783.31,5741.84,0.7170634117832175,True,14.0,456,True,Laptops,770.0,1462.94,294.0,3.0,ZONA_FRANCA,2024-03-19,False,False,False,3,False,683.0,1126463.8,2.619047619047619,True,True,False,4.0,2.0,3.0,-36.3,False,Sin_Respuesta,Detractor,True,False,-1018.07,-228.8466293523951,-13234.91,14.0,0.0,0.18764153995470723
