SKU_ID,Categoria,Stock_Actual,Costo_Unitario_USD,Punto_Reorden,Lead_Time_Dias,Bodega_Origen,Ultima_Revision,Categoria_Imputada,Stock_Imputado,Costo_Unitario_Winsorizado,Lead_Time_Dias_Original,Lead_Time_Imputado,Antiguedad_Revision_Dias,Valor_Inventario,Ratio_Stock_Reorden,Alta_Disponibilidad,Registro_Confiable
PROD-1627,Laptops,1206.0,230.3,227,0.0,ZONA_FRANCA,2024-08-24,False,False,False,Inmediato,False,525,277741.8,5.312775330396476,True,True
PROD-1628,Smartphones,1877.0,1318.94,177,5.0,ZONA_FRANCA,2025-08-29,False,False,False,5,False,155,2475650.38,10.6045197740113,True,True
PROD-1629,Smartphones,251.0,1457.86,251,0.0,Occidente,2024-08-08,False,False,False,Inmediato,False,541,365922.86,1.0,False,True
PROD-1630,Laptops,596.0,306.87,166,5.0,Norte,2025-11-03,False,False,False,,True,89,182894.52,3.5903614457831323,True,False
PROD-1631,Accesorios,612.0,1097.0,214,3.0,Sur,2024-03-24,False,False,False,3,False,678,671364.0,2.8598130841121496,True,True
PROD-1632,Monitores,1709.0,108.41,162,5.0,Sur,2025-02-15,False,False,False,5,False,350,185272.69,10.549382716049383,True,True
PROD-1633,Laptops,205.0,637.86,212,27.5,Norte,2025-11-24,False,False,False,25-30 días,False,68,130761.3,0.9669811320754716,False,True
PROD-1634,Tablets,547.0,798.61,193,5.0,Occidente,2025-08-22,False,False,False,5,False,162,436839.67,2.8341968911917097,True,True
PROD-1635,Tablets,611.0,891.94,147,5.0,BOD-EXT-99,2025-06-04,False,False,False,,True,241,544975.3400000001,4.156462585034014,True,False
PROD-1636,Laptops,184.0,1407.11,290,5.0,BOD-EXT-99,2024-09-24,False,False,False,5,False,494,258908.24,0.6344827586206897,False,True
PROD-1637,Smartphones,1318.0,1024.76,111,3.0,Sur,2025-01-14,False,False,False,3,False,382,1350633.68,11.873873873873874,True,True
PROD-1638,Tablets,719.0,747.85,255,5.0,Norte,2025-12-11,False,False,False,,True,51,537704.15,2.819607843137255,True,False
PROD-1639,Laptops,162.0,1224.03,271,27.5,ZONA_FRANCA,2024-04-18,True,False,False,25-30 días,False,653,198292.86,0.5977859778597786,False,False
PROD-1640,Laptops,412.0,1428.27,270,27.5,Norte,2025-11-30,False,False,False,25-30 días,False,62,588447.24,1.525925925925926,False,True
PROD-1641,Laptops,232.0,82.0,244,10.0,Norte,2024-09-10,False,False,False,10,False,508,19024.0,0.9508196721311475,False,True
PROD-1642,Laptops,1436.0,1474.66,139,5.0,Sur,2025-04-15,True,False,False,,True,291,2117611.7600000002,10.33093525179856,True,False
PROD-1643,Laptops,1380.0,174.89,276,10.0,Occidente,2025-11-02,False,False,False,10,False,90,241348.19999999998,5.0,True,True
PROD-1644,Laptops,37.0,1230.86,184,10.0,Norte,2024-04-08,True,False,False,10,False,663,45541.82,0.20108695652173914,False,False
PROD-1645,Monitores,1017.0,456.49,156,3.0,Sur,2024-12-04,False,False,False,3,False,423,464250.33,6.519230769230769,True,True
PROD-1646,Monitores,410.0,241.66,186,5.0,BOD-EXT-99,2024-04-03,False,False,False,5,False,668,99080.6,2.204301075268817,True,True
PROD-1647,Laptops,1674.0,687.79,183,27.5,Norte,2025-02-01,False,False,False,25-30 días,False,364,1151360.46,9.147540983606557,True,True
PROD-1648,Laptops,1326.0,983.74,291,27.5,Sur,2025-09-04,True,False,False,25-30 días,False,149,1304439.24,4.556701030927835,True,False
PROD-1649,Monitores,464.0,602.38,284,5.0,BOD-EXT-99,2025-05-06,False,False,False,5,False,270,279504.32,1.6338028169014085,False,True
PROD-1650,Smartphones,1058.0,129.12,220,27.5,BOD-EXT-99,2024-06-30,False,True,False,25-30 días,False,580,136608.96,4.8090909090909095,True,False
PROD-1651,Laptops,652.0,919.22,173,5.0,ZONA_FRANCA,2025-10-08,True,False,False,5,False,115,599331.4400000001,3.76878612716763,True,False
PROD-1652,Smartphones,1603.0,1358.48,206,5.0,Occidente,2024-09-03,False,False,False,,True,515,2177643.44,7.781553398058253,True,False
PROD-1653,Monitores,961.0,605.66,223,3.0,ZONA_FRANCA,2024-06-24,False,True,False,3,False,586,582039.26,4.309417040358745,True,False
PROD-1654,Laptops,1003.0,363.68,297,3.0,Sur,2025-06-05,False,False,False,3,False,240,364771.04,3.377104377104377,True,True
PROD-1655,Monitores,1780.0,691.74,199,3.0,Norte,2026-01-02,False,False,False,3,False,29,1231297.2,8.944723618090451,True,True
PROD-1656,Smartphones,1254.0,120.13,142,5.0,ZONA_FRANCA,2025-09-11,False,False,False,5,False,142,150643.02,8.830985915492958,True,True
PROD-1657,Smartphones,1084.0,1239.71,218,5.0,Norte,2025-03-12,False,False,False,5,False,325,1343845.6400000001,4.972477064220183,True,True
PROD-1658,Accesorios,311.0,1248.19,122,0.0,BOD-EXT-99,2024-03-08,False,False,False,Inmediato,False,694,388187.09,2.5491803278688523,True,True
PROD-1659,Tablets,1849.0,902.6,254,27.5,Sur,2026-01-16,False,False,False,25-30 días,False,15,1668907.4000000001,7.2795275590551185,True,True
PROD-1660,Laptops,1234.0,562.0,285,27.5,Occidente,2025-10-13,True,False,False,25-30 días,False,110,693508.0,4.329824561403509,True,False
PROD-1661,Smartphones,464.0,1209.69,136,0.0,Norte,2025-10-17,False,False,False,Inmediato,False,106,561296.16,3.411764705882353,True,True
PROD-1662,Monitores,398.0,854.3,233,0.0,Sur,2025-01-18,False,False,False,Inmediato,False,378,340011.39999999997,1.7081545064377683,False,True
PROD-1663,Laptops,1873.0,1247.6,164,3.0,Norte,2025-08-23,False,False,False,3,False,161,2336754.8,11.420731707317072,True,True
PROD-1664,Laptops,1456.0,965.62,233,0.0,ZONA_FRANCA,2025-04-24,False,False,False,Inmediato,False,282,1405942.72,6.24892703862661,True,True
PROD-1665,Monitores,1197.0,1187.39,277,5.0,Sur,2025-05-08,False,False,False,5,False,268,1421305.83,4.32129963898917,True,True
PROD-1666,Laptops,1805.0,917.92,121,10.0,ZONA_FRANCA,2024-10-05,False,False,False,10,False,483,1656845.5999999999,14.917355371900827,True,True
PROD-1667,Accesorios,823.0,650.5,204,5.0,Norte,2024-04-05,False,False,False,5,False,666,535361.5,4.034313725490196,True,True
PROD-1668,Monitores,1378.0,1439.02,187,0.0,Sur,2025-11-20,False,False,False,Inmediato,False,72,1982969.56,7.3689839572192515,True,True
PROD-1669,Smartphones,1704.0,834.62,252,27.5,Norte,2025-07-19,False,False,False,25-30 días,False,196,1422192.48,6.761904761904762,True,True
PROD-1670,Laptops,872.0,927.38,224,5.0,Norte,2025-06-03,False,False,False,5,False,242,808675.36,3.892857142857143,True,True
PROD-1671,Laptops,986.0,369.71,178,27.5,ZONA_FRANCA,2024-06-13,False,False,False,25-30 días,False,597,364534.06,5.53932584269663,True,True
PROD-1672,Laptops,1366.0,957.19,189,5.0,ZONA_FRANCA,2025-05-18,False,False,False,5,False,258,1307521.54,7.227513227513228,True,True
PROD-1673,Laptops,263.0,878.83,299,27.5,Norte,2025-09-05,False,False,False,25-30 días,False,148,231132.29,0.8795986622073578,False,True
PROD-1674,Accesorios,1947.0,318.02,150,5.0,Norte,2025-01-07,False,False,False,,True,389,619184.94,12.98,True,False
PROD-1675,Monitores,961.0,136.4,275,5.0,BOD-EXT-99,2024-12-12,False,True,False,5,False,415,131080.4,3.4945454545454546,True,False
PROD-1676,Accesorios,987.0,926.32,201,27.5,Occidente,2024-12-02,False,False,False,25-30 días,False,425,914277.8400000001,4.91044776119403,True,True
PROD-1677,Laptops,1606.0,1157.35,297,10.0,Norte,2025-06-29,True,False,False,10,False,216,1858704.0999999999,5.407407407407407,True,False
PROD-1678,Tablets,1728.0,808.93,205,3.0,ZONA_FRANCA,2025-11-07,False,False,False,3,False,85,1397831.0399999998,8.429268292682927,True,True
PROD-1679,Tablets,964.0,378.82,292,5.0,Sur,2025-06-30,False,False,False,5,False,215,365182.48,3.3013698630136985,True,True
PROD-1680,Laptops,1043.0,1016.46,159,10.0,Norte,2024-12-05,True,False,False,10,False,422,1060167.78,6.559748427672956,True,False
PROD-1681,Monitores,1074.0,166.15,145,3.0,BOD-EXT-99,2025-03-18,False,False,False,3,False,319,178445.1,7.406896551724138,True,True
PROD-1682,Smartphones,647.0,690.66,135,5.0,Occidente,2025-10-06,False,False,False,5,False,117,446857.01999999996,4.792592592592593,True,True
PROD-1683,Accesorios,1354.0,286.88,285,10.0,Sur,2024-12-13,False,False,False,10,False,414,388435.52,4.750877192982456,True,True
PROD-1684,Laptops,1105.0,317.47,265,10.0,Norte,2024-06-12,False,False,False,10,False,598,350804.35000000003,4.169811320754717,True,True
PROD-1685,Laptops,993.0,343.33,110,5.0,BOD-EXT-99,2025-12-23,False,False,False,,True,39,340926.69,9.027272727272727,True,False
PROD-1686,Laptops,1879.0,610.73,111,10.0,Norte,2025-08-24,False,False,False,10,False,160,1147561.67,16.92792792792793,True,True
PROD-1687,Monitores,963.0,124.17,269,5.0,BOD-EXT-99,2024-08-13,False,False,False,,True,536,119575.71,3.579925650557621,True,False
PROD-1688,Smartphones,176.0,626.8,138,0.0,Norte,2024-12-08,False,False,False,Inmediato,False,419,110316.79999999999,1.2753623188405796,False,True
PROD-1689,Tablets,1778.0,791.98,298,27.5,Norte,2024-04-08,False,False,False,25-30 días,False,663,1408140.44,5.966442953020135,True,True
PROD-1690,Tablets,1442.0,750.78,238,3.0,BOD-EXT-99,2025-10-29,False,False,False,3,False,94,1082624.76,6.0588235294117645,True,True
PROD-1691,Laptops,771.0,605.04,135,27.5,Occidente,2024-11-16,False,False,False,25-30 días,False,441,466485.83999999997,5.711111111111111,True,True
PROD-1692,Monitores,1973.0,1266.76,151,27.5,BOD-EXT-99,2024-07-23,False,False,False,25-30 días,False,557,2499317.48,13.066225165562914,True,True
PROD-1693,Accesorios,820.0,260.72,130,5.0,Norte,2024-04-22,False,False,False,,True,649,213790.40000000002,6.3076923076923075,True,False
PROD-1694,Tablets,1745.0,783.26,132,27.5,Sur,2024-10-23,False,False,False,25-30 días,False,465,1366788.7,13.219696969696969,True,True
PROD-1695,Accesorios,137.0,139.96,240,10.0,Sur,2025-04-19,False,False,False,10,False,287,19174.52,0.5708333333333333,False,True
PROD-1696,Smartphones,1030.0,153.18,245,5.0,BOD-EXT-99,2024-03-27,False,False,False,,True,675,157775.4,4.204081632653061,True,False
PROD-1697,Tablets,890.0,882.11,268,27.5,BOD-EXT-99,2024-12-16,False,False,False,25-30 días,False,411,785077.9,3.3208955223880596,True,True
PROD-1698,Tablets,475.0,870.73,157,5.0,Norte,2024-12-28,False,False,False,,True,399,413596.75,3.0254777070063694,True,False
PROD-1699,Smartphones,285.0,1323.15,283,0.0,Norte,2024-08-22,False,False,False,Inmediato,False,527,377097.75,1.0070671378091873,False,True
PROD-1700,Tablets,1020.0,858.92,251,5.0,Norte,2026-01-14,False,True,False,,True,17,876098.3999999999,4.063745019920319,True,False
PROD-1701,Laptops,1028.0,1441.7,227,5.0,Occidente,2025-09-18,True,False,False,5,False,135,1482067.6,4.52863436123348,True,False
PROD-1702,Laptops,111.0,120.61,130,10.0,Sur,2024-10-25,False,False,False,10,False,463,13387.71,0.8538461538461538,False,True
PROD-1703,Laptops,543.0,192.11,154,3.0,ZONA_FRANCA,2025-05-29,True,False,False,3,False,247,104315.73000000001,3.5259740259740258,True,False
PROD-1704,Monitores,1888.0,113.9,109,5.0,ZONA_FRANCA,2026-01-31,False,False,False,5,False,0,215043.2,17.321100917431192,True,True
PROD-1705,Monitores,9.0,318.65,287,5.0,Norte,2025-01-16,False,False,False,5,False,380,2867.85,0.0313588850174216,False,True
PROD-1706,Accesorios,1851.0,834.84,229,5.0,Norte,2024-09-10,False,False,False,5,False,508,1545288.84,8.08296943231441,True,True
PROD-1707,Laptops,355.0,986.08,114,27.5,ZONA_FRANCA,2024-10-29,True,False,False,25-30 días,False,459,350058.4,3.1140350877192984,True,False
PROD-1708,Laptops,613.0,116.1,102,5.0,Norte,2024-09-14,True,False,False,,True,504,71169.3,6.009803921568627,True,False
PROD-1709,Laptops,1082.0,1421.66,142,5.0,Sur,2024-10-13,True,False,False,,True,475,1538236.12,7.619718309859155,True,False
PROD-1710,Smartphones,1049.0,1271.14,258,27.5,Occidente,2024-07-24,False,False,False,25-30 días,False,556,1333425.86,4.065891472868217,True,True
PROD-1711,Tablets,491.0,480.09,297,10.0,Occidente,2025-12-31,False,False,False,10,False,31,235724.18999999997,1.6531986531986531,False,True
PROD-1712,Laptops,1287.0,161.92,166,27.5,Norte,2025-10-06,False,False,False,25-30 días,False,117,208391.03999999998,7.753012048192771,True,True
PROD-1713,Accesorios,947.0,296.34,155,27.5,Sur,2025-08-01,False,False,False,25-30 días,False,183,280633.98,6.109677419354838,True,True
PROD-1714,Laptops,1090.0,234.07,162,27.5,Norte,2025-07-25,True,False,False,25-30 días,False,190,255136.3,6.728395061728395,True,False
PROD-1715,Laptops,817.0,228.76,114,10.0,Norte,2025-11-19,True,False,False,10,False,73,186896.91999999998,7.166666666666667,True,False
PROD-1716,Smartphones,381.0,801.91,208,10.0,Norte,2024-05-19,False,False,False,10,False,622,305527.70999999996,1.8317307692307692,False,True
PROD-1717,Accesorios,689.0,406.48,215,0.0,Norte,2025-10-21,False,False,False,Inmediato,False,102,280064.72000000003,3.2046511627906975,True,True
PROD-1718,Laptops,1323.0,569.3,191,0.0,Norte,2024-06-25,True,False,False,Inmediato,False,585,753183.8999999999,6.9267015706806285,True,False
PROD-1719,Accesorios,132.0,1484.78,237,0.0,Norte,2024-12-08,False,False,False,Inmediato,False,419,195990.96,0.5569620253164557,False,True
PROD-1720,Tablets,1156.0,1042.26,265,0.0,Sur,2024-10-16,False,False,False,Inmediato,False,472,1204852.56,4.362264150943396,True,True
PROD-1721,Smartphones,1119.0,1426.02,146,5.0,Norte,2025-10-10,False,False,False,,True,113,1595716.38,7.664383561643835,True,False
PROD-1722,Accesorios,780.0,256.71,156,5.0,Sur,2025-01-18,False,False,False,5,False,378,200233.8,5.0,True,True
PROD-1723,Laptops,1601.0,604.1,149,5.0,BOD-EXT-99,2025-03-25,False,False,False,5,False,312,967164.1000000001,10.74496644295302,True,True
PROD-1724,Laptops,1086.0,854.36,170,0.0,Norte,2025-03-08,False,False,False,Inmediato,False,329,927834.96,6.3882352941176475,True,True
PROD-1725,Monitores,961.0,161.3,242,0.0,ZONA_FRANCA,2025-02-27,False,True,False,Inmediato,False,338,155009.30000000002,3.9710743801652892,True,False
PROD-1726,Smartphones,425.0,56.07,245,3.0,ZONA_FRANCA,2025-06-08,False,False,False,3,False,237,23829.75,1.7346938775510203,False,True
PROD-1727,Smartphones,1276.0,1022.13,181,5.0,BOD-EXT-99,2025-08-12,False,False,False,5,False,172,1304237.88,7.0497237569060776,True,True
PROD-1728,Monitores,920.0,980.64,215,3.0,Norte,2025-11-14,False,False,False,3,False,78,902188.7999999999,4.27906976744186,True,True
PROD-1729,Accesorios,969.0,645.64,204,3.0,Norte,2024-10-25,False,False,False,3,False,463,625625.16,4.75,True,True
PROD-1730,Smartphones,1091.0,759.98,187,27.5,ZONA_FRANCA,2024-06-06,False,False,False,25-30 días,False,604,829138.18,5.834224598930481,True,True
PROD-1731,Laptops,1786.0,652.39,101,5.0,Norte,2024-09-18,False,False,False,,True,500,1165168.54,17.683168316831683,True,False
PROD-1732,Laptops,110.0,84.81,203,10.0,ZONA_FRANCA,2024-07-19,False,False,False,10,False,561,9329.1,0.541871921182266,False,True
PROD-1733,Laptops,147.0,536.29,183,5.0,Norte,2025-04-22,True,False,False,5,False,284,78834.62999999999,0.8032786885245902,False,False
PROD-1734,Tablets,1233.0,306.77,142,0.0,ZONA_FRANCA,2025-06-23,False,False,False,Inmediato,False,222,378247.41,8.683098591549296,True,True
PROD-1735,Smartphones,609.0,192.72,253,0.0,Norte,2024-06-18,False,False,False,Inmediato,False,592,117366.48,2.4071146245059287,True,True
PROD-1736,Accesorios,1725.0,1437.24,170,10.0,BOD-EXT-99,2025-05-11,False,False,False,10,False,265,2479239.0,10.147058823529411,True,True
PROD-1737,Monitores,1020.0,919.07,265,5.0,Sur,2024-04-05,False,False,False,5,False,666,937451.4,3.849056603773585,True,True
PROD-1738,Monitores,1960.0,1106.55,193,0.0,Norte,2025-01-24,False,False,False,Inmediato,False,372,2168838.0,10.155440414507773,True,True
PROD-1739,Accesorios,348.0,507.28,141,0.0,Sur,2025-06-13,False,False,False,Inmediato,False,232,176533.44,2.4680851063829787,True,True
PROD-1740,Smartphones,1683.0,620.06,232,27.5,Sur,2025-06-10,False,False,False,25-30 días,False,235,1043560.9799999999,7.254310344827586,True,True
PROD-1741,Laptops,1532.0,393.54,238,3.0,Norte,2024-04-01,False,False,False,3,False,670,602903.28,6.436974789915967,True,True
PROD-1742,Tablets,24.0,190.6,164,0.0,BOD-EXT-99,2025-03-24,False,False,False,Inmediato,False,313,4574.4,0.14634146341463414,False,True
PROD-1743,Monitores,551.0,309.6,133,5.0,Sur,2025-01-17,False,False,False,,True,379,170589.6,4.142857142857143,True,False
PROD-1744,Smartphones,786.0,1206.4,219,5.0,Occidente,2024-05-28,False,False,False,5,False,613,948230.4,3.589041095890411,True,True
PROD-1745,Tablets,1478.0,1032.44,100,5.0,Sur,2024-07-18,False,False,False,,True,562,1525946.32,14.78,True,False
PROD-1746,Smartphones,449.0,843.05,229,10.0,Norte,2024-12-08,False,False,False,10,False,419,378529.44999999995,1.960698689956332,False,True
PROD-1747,Smartphones,1546.0,738.88,247,27.5,Sur,2025-12-11,False,False,False,25-30 días,False,51,1142308.48,6.2591093117408905,True,True
PROD-1748,Laptops,87.0,1387.53,160,5.0,Norte,2024-04-29,False,False,False,5,False,642,120715.11,0.54375,False,True
PROD-1749,Tablets,1744.0,155.47,248,27.5,Norte,2024-09-10,False,False,False,25-30 días,False,508,271139.68,7.032258064516129,True,True
PROD-1750,Laptops,1019.5,456.87,187,3.0,Occidente,2025-07-11,True,True,False,3,False,204,465778.965,5.451871657754011,True,False
PROD-1751,Monitores,922.0,557.41,167,0.0,Sur,2025-05-20,False,False,False,Inmediato,False,256,513932.01999999996,5.520958083832335,True,True
PROD-1752,Tablets,1592.0,1184.52,226,5.0,Sur,2025-07-31,False,False,False,5,False,184,1885755.84,7.04424778761062,True,True
PROD-1753,Tablets,1835.0,1489.15,239,10.0,ZONA_FRANCA,2025-09-09,False,False,False,10,False,144,2732590.25,7.677824267782427,True,True
PROD-1754,Tablets,1978.0,398.97,121,3.0,ZONA_FRANCA,2024-03-13,False,False,False,3,False,689,789162.66,16.34710743801653,True,True
PROD-1755,Laptops,1850.0,1317.75,247,3.0,Norte,2026-01-18,False,False,False,3,False,13,2437837.5,7.489878542510121,True,True
PROD-1756,Tablets,1399.0,1254.4,181,27.5,Norte,2025-05-31,False,False,False,25-30 días,False,245,1754905.6,7.7292817679558015,True,True
PROD-1757,Smartphones,496.0,375.75,228,3.0,Occidente,2025-07-29,False,False,False,3,False,186,186372.0,2.175438596491228,True,True
PROD-1758,Laptops,871.0,629.03,129,5.0,ZONA_FRANCA,2025-03-01,False,False,False,5,False,336,547885.13,6.751937984496124,True,True
PROD-1759,Smartphones,530.0,644.03,225,27.5,Sur,2025-05-18,False,False,False,25-30 días,False,258,341335.89999999997,2.3555555555555556,True,True
PROD-1760,Accesorios,1322.0,1468.42,196,3.0,Norte,2025-12-23,False,False,False,3,False,39,1941251.24,6.744897959183674,True,True
PROD-1761,Tablets,1906.0,312.29,123,10.0,Occidente,2024-06-10,False,False,False,10,False,600,595224.74,15.495934959349594,True,True
PROD-1762,Monitores,1953.0,1208.78,113,5.0,BOD-EXT-99,2024-05-05,False,False,False,,True,636,2360747.34,17.283185840707965,True,False
PROD-1763,Tablets,653.0,534.58,135,5.0,Sur,2024-12-10,False,False,False,5,False,417,349080.74000000005,4.837037037037037,True,True
PROD-1764,Monitores,1575.0,1109.76,296,10.0,Sur,2025-02-15,False,False,False,10,False,350,1747872.0,5.320945945945946,True,True
PROD-1765,Smartphones,587.0,659.02,123,10.0,BOD-EXT-99,2026-01-23,False,False,False,10,False,8,386844.74,4.772357723577236,True,True
PROD-1766,Monitores,959.0,888.62,287,27.5,Norte,2025-02-16,False,False,False,25-30 días,False,349,852186.58,3.341463414634146,True,True
PROD-1767,Laptops,590.0,1257.29,194,0.0,Norte,2025-11-09,True,False,False,Inmediato,False,83,741801.1,3.0412371134020617,True,False
PROD-1768,Accesorios,1811.0,1216.04,154,27.5,ZONA_FRANCA,2024-08-17,False,False,False,25-30 días,False,532,2202248.44,11.75974025974026,True,True
PROD-1769,Laptops,1155.0,1306.31,123,5.0,ZONA_FRANCA,2025-02-08,False,False,False,5,False,357,1508788.05,9.390243902439025,True,True
PROD-1770,Monitores,635.0,136.45,251,5.0,Sur,2025-01-19,False,False,False,5,False,377,86645.75,2.5298804780876494,True,True
PROD-1771,Monitores,1801.0,1053.47,281,27.5,Sur,2025-08-13,False,False,False,25-30 días,False,171,1897299.47,6.409252669039146,True,True
PROD-1772,Laptops,137.0,252.98,125,0.0,ZONA_FRANCA,2026-01-07,False,False,False,Inmediato,False,24,34658.26,1.096,False,True
PROD-1773,Accesorios,1569.0,652.94,293,27.5,BOD-EXT-99,2025-01-04,False,False,False,25-30 días,False,392,1024462.8600000001,5.354948805460751,True,True
PROD-1774,Tablets,1637.0,845.45,179,5.0,ZONA_FRANCA,2025-10-21,False,False,False,5,False,102,1384001.6500000001,9.145251396648044,True,True
PROD-1775,Monitores,961.0,633.97,265,0.0,Sur,2025-06-10,False,True,False,Inmediato,False,235,609245.17,3.6264150943396225,True,False
PROD-1776,Laptops,934.0,803.44,164,5.0,Occidente,2024-12-18,False,False,False,5,False,409,750412.9600000001,5.695121951219512,True,True
PROD-1777,Laptops,497.0,1494.96,174,0.0,Sur,2024-08-01,True,False,False,Inmediato,False,548,742995.12,2.8563218390804597,True,False
PROD-1778,Laptops,1381.0,246.07,278,0.0,Occidente,2025-03-06,True,False,False,Inmediato,False,331,339822.67,4.967625899280575,True,False
PROD-1779,Smartphones,825.0,1029.41,262,27.5,Occidente,2024-04-08,False,False,False,25-30 días,False,663,849263.2500000001,3.148854961832061,True,True
PROD-1780,Laptops,567.0,624.2,142,27.5,Sur,2024-08-18,False,False,False,25-30 días,False,531,353921.4,3.992957746478873,True,True
PROD-1781,Smartphones,1315.0,242.86,128,27.5,Norte,2024-04-23,False,False,False,25-30 días,False,648,319360.9,10.2734375,True,True
PROD-1782,Laptops,1193.0,280.17,264,0.0,ZONA_FRANCA,2026-01-03,True,False,False,Inmediato,False,28,334242.81,4.518939393939394,True,False
PROD-1783,Accesorios,852.0,1426.45,180,0.0,Norte,2024-08-07,False,False,False,Inmediato,False,542,1215335.4000000001,4.733333333333333,True,True
PROD-1784,Tablets,112.0,1325.42,285,5.0,Sur,2026-01-13,False,False,False,5,False,18,148447.04,0.3929824561403509,False,True
PROD-1785,Laptops,1924.0,1365.21,153,10.0,Occidente,2025-09-06,False,False,False,10,False,147,2626664.04,12.57516339869281,True,True
PROD-1786,Smartphones,219.0,1487.72,138,27.5,Sur,2024-10-18,False,False,False,25-30 días,False,470,325810.68,1.5869565217391304,False,True
PROD-1787,Laptops,581.0,352.06,141,5.0,ZONA_FRANCA,2024-09-28,True,False,False,,True,490,204546.86000000002,4.120567375886525,True,False
PROD-1788,Laptops,855.0,565.39,255,5.0,BOD-EXT-99,2025-04-24,True,False,False,5,False,282,483408.45,3.3529411764705883,True,False
PROD-1789,Smartphones,1964.0,1020.37,128,5.0,Occidente,2024-03-28,False,False,False,5,False,674,2004006.68,15.34375,True,True
PROD-1790,Laptops,1591.0,751.51,270,3.0,Norte,2025-10-11,False,False,False,3,False,112,1195652.41,5.892592592592592,True,True
PROD-1791,Laptops,154.0,656.66,230,27.5,Norte,2024-11-03,True,False,False,25-30 días,False,454,101125.64,0.6695652173913044,False,False
PROD-1792,Monitores,531.0,568.83,237,5.0,Norte,2024-04-10,False,False,False,5,False,661,302048.73000000004,2.240506329113924,True,True
PROD-1793,Accesorios,1529.0,910.98,286,3.0,BOD-EXT-99,2025-03-08,False,False,False,3,False,329,1392888.42,5.346153846153846,True,True
PROD-1794,Laptops,790.0,884.61,241,5.0,Norte,2025-05-22,False,False,False,,True,254,698841.9,3.2780082987551866,True,False
PROD-1795,Smartphones,1786.0,284.11,274,5.0,Occidente,2024-06-12,False,False,False,,True,598,507420.46,6.518248175182482,True,False
PROD-1796,Monitores,1201.0,734.02,141,27.5,BOD-EXT-99,2024-12-29,False,False,False,25-30 días,False,398,881558.02,8.5177304964539,True,True
PROD-1797,Smartphones,1669.0,852.53,193,0.0,Occidente,2024-06-01,False,False,False,Inmediato,False,609,1422872.57,8.647668393782384,True,True
PROD-1798,Laptops,1592.0,876.92,259,3.0,BOD-EXT-99,2024-09-11,False,False,False,3,False,507,1396056.64,6.146718146718147,True,True
PROD-1799,Smartphones,824.0,354.66,131,0.0,BOD-EXT-99,2024-04-28,False,False,False,Inmediato,False,643,292239.84,6.290076335877862,True,True
PROD-1800,Laptops,1019.5,1126.29,269,5.0,Norte,2024-10-23,False,True,False,,True,465,1148252.655,3.7899628252788102,True,False
PROD-1801,Laptops,1414.0,86.54,259,5.0,Occidente,2024-12-21,False,False,False,,True,406,122367.56000000001,5.45945945945946,True,False
PROD-1802,Laptops,639.0,564.51,125,10.0,BOD-EXT-99,2024-06-02,False,False,False,10,False,608,360721.89,5.112,True,True
PROD-1803,Laptops,1960.0,1181.31,214,10.0,Norte,2025-10-26,False,False,False,10,False,97,2315367.6,9.158878504672897,True,True
PROD-1804,Laptops,1372.0,867.64,228,10.0,Sur,2025-04-17,False,False,False,10,False,289,1190402.08,6.017543859649122,True,True
PROD-1805,Accesorios,1951.0,428.69,155,10.0,ZONA_FRANCA,2024-04-15,False,False,False,10,False,656,836374.19,12.587096774193549,True,True
PROD-1806,Laptops,621.0,1057.68,221,5.0,BOD-EXT-99,2025-08-29,True,False,False,5,False,155,656819.28,2.8099547511312215,True,False
PROD-1807,Laptops,1121.0,872.72,205,10.0,Norte,2025-08-23,False,False,False,10,False,161,978319.12,5.46829268292683,True,True
PROD-1808,Laptops,1445.0,1204.55,229,5.0,Norte,2024-05-18,False,False,False,5,False,623,1740574.75,6.310043668122271,True,True
PROD-1809,Monitores,893.0,1115.79,180,5.0,Norte,2024-03-06,False,False,False,5,False,696,996400.47,4.961111111111111,True,True
PROD-1810,Smartphones,1399.0,934.66,257,27.5,BOD-EXT-99,2025-10-27,False,False,False,25-30 días,False,96,1307589.3399999999,5.443579766536965,True,True
PROD-1811,Smartphones,845.0,757.86,219,5.0,Norte,2025-01-20,False,False,False,5,False,376,640391.7,3.858447488584475,True,True
PROD-1812,Laptops,1286.0,243.11,298,5.0,Sur,2024-07-14,False,False,False,5,False,566,312639.46,4.315436241610739,True,True
PROD-1813,Accesorios,114.0,428.93,151,10.0,Norte,2024-11-08,False,False,False,10,False,449,48898.020000000004,0.7549668874172185,False,True
PROD-1814,Accesorios,1055.0,657.69,190,5.0,ZONA_FRANCA,2025-10-07,False,False,False,5,False,116,693862.9500000001,5.552631578947368,True,True
PROD-1815,Monitores,1703.0,918.98,236,0.0,ZONA_FRANCA,2024-06-06,False,False,False,Inmediato,False,604,1565022.94,7.216101694915254,True,True
PROD-1816,Laptops,1888.0,794.88,121,10.0,Norte,2024-09-13,False,False,False,10,False,505,1500733.44,15.603305785123966,True,True
PROD-1817,Smartphones,320.0,467.87,133,3.0,Sur,2025-07-27,False,False,False,3,False,188,149718.4,2.406015037593985,True,True
PROD-1818,Accesorios,1830.0,59.37,209,10.0,ZONA_FRANCA,2024-10-13,False,False,False,10,False,475,108647.09999999999,8.75598086124402,True,True
